query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,509.628,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1275,98,193984.55,199008.01,597.356,13.010204081632653,0.9984,2,1.6330026502966483e-05,6,1.6330026502966483e-05,12,0.0001959603180355978
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1113.752,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1968,177,194761.28,200089.63,614.916,11.11864406779661,0.9984,2,2.9494027459439462e-05,6,2.9494027459439462e-05,12,0.00035392832951327354
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1218.906,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2654,221,41638.2,200925.35,646.644,12.009049773755656,0.9984,2,3.682587609342442e-05,6,3.682587609342442e-05,12,0.00044191051312109304
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1294.926,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",3338,277,41638.2,201756.45,658.732,12.050541516245488,0.9984,2,4.615731980940526e-05,6,4.615731980940527e-05,12,0.0005538878377128631
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 468500;",1022,51,1000.0,38149.2,110.928,20.03921568627451,0.0258,0,3.4e-05,4,3.4e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 468500;",1022,51,38052.32,43284.43,125.007,20.03921568627451,0.0258,1,3.4e-05,4,3.4e-05,4,0.000136
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,372.18,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192556.38,197215.86,528.547,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,463.837,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",588,37,193215.45,198012.77,581.408,15.891891891891891,0.9984,2,6.165418169487345e-06,6,6.165418169487345e-06,12,7.398501803384814e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,510.959,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1275,98,193984.55,199008.01,596.886,13.010204081632653,0.9984,2,1.6330026502966483e-05,6,1.6330026502966483e-05,12,0.0001959603180355978
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1119.501,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1968,177,194761.28,200089.63,620.828,11.11864406779661,0.9984,2,2.9494027459439462e-05,6,2.9494027459439462e-05,12,0.00035392832951327354
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1198.165,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2654,221,41638.2,200925.35,657.214,12.009049773755656,0.9984,2,3.682587609342442e-05,6,3.682587609342442e-05,12,0.00044191051312109304
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1304.922,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",3338,277,41638.2,201756.45,777.213,12.050541516245488,0.9984,2,4.615731980940526e-05,6,4.615731980940527e-05,12,0.0005538878377128631
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 468500;",54,2,1000.0,38052.4,124.958,27.0,0.0258,0,1.3333333333333334e-06,4,1.3333333333333334e-06,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 468500;",54,2,38047.28,43180.89,163.937,27.0,0.0258,1,1.3333333333333334e-06,4,1.3333333333333334e-06,4,5.333333333333334e-06
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,383.871,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192556.38,197215.86,546.918,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,464.318,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",588,37,193215.45,198012.77,572.477,15.891891891891891,0.9984,2,6.165418169487345e-06,6,6.165418169487345e-06,12,7.398501803384814e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,506.211,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1275,98,193984.55,199008.01,588.63,13.010204081632653,0.9984,2,1.6330026502966483e-05,6,1.6330026502966483e-05,12,0.0001959603180355978
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1125.968,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1968,177,194761.28,200089.63,610.98,11.11864406779661,0.9984,2,2.9494027459439462e-05,6,2.9494027459439462e-05,12,0.00035392832951327354
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1195.764,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2654,221,41638.2,200925.35,630.791,12.009049773755656,0.9984,2,3.682587609342442e-05,6,3.682587609342442e-05,12,0.00044191051312109304
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1280.475,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 468500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",3338,277,41638.2,201756.45,675.277,12.050541516245488,0.9984,2,4.615731980940526e-05,6,4.615731980940527e-05,12,0.0005538878377128631
"SELECT *
    FROM orders
    WHERE o_totalprice > 471000;",1801,94,1000.0,36664.6,117.442,19.159574468085108,0.0258,0,6.266666666666667e-05,2,6.266666666666667e-05,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 471000;",880,48,1000.0,38135.0,117.77,18.33333333333333,0.0258,0,3.2e-05,4,3.2e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 471000;",880,48,38051.59,43269.24,136.055,18.33333333333333,0.0258,1,3.2e-05,4,3.2e-05,4,0.000128
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,424.518,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192554.79,197214.28,640.994,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,463.251,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",504,32,193213.27,198002.05,581.16,15.75,0.9984,2,5.332253551989055e-06,6,5.332253551989055e-06,12,6.398704262386866e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,514.087,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1091,80,193981.69,198986.44,628.553,13.6375,0.9984,2,1.3330633879972638e-05,6,1.3330633879972638e-05,12,0.00015996760655967167
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1149.967,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1684,141,194757.72,200057.16,610.476,11.94326241134752,0.9984,2,2.3495242213451777e-05,6,2.3495242213451777e-05,12,0.00028194290656142134
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1193.591,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2272,180,41634.5,200882.78,656.219,12.622222222222222,0.9984,2,2.999392622993844e-05,6,2.999392622993844e-05,12,0.00035992711475926124
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1324.595,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2857,223,41634.5,201703.8,662.977,12.811659192825111,0.9984,2,3.715914194042373e-05,6,3.715914194042373e-05,12,0.00044590970328508477
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 471000;",875,45,1000.0,38134.5,109.797,19.444444444444443,0.0258,0,3e-05,4,3.0000000000000004e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 471000;",875,45,38051.56,43268.71,122.298,19.444444444444443,0.0258,1,3e-05,4,3.0000000000000004e-05,4,0.00012
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,371.16,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192554.79,197214.28,524.577,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,433.657,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",504,32,193213.27,198002.05,566.1,15.75,0.9984,2,5.332253551989055e-06,6,5.332253551989055e-06,12,6.398704262386866e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,511.284,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1091,80,193981.69,198986.44,602.891,13.6375,0.9984,2,1.3330633879972638e-05,6,1.3330633879972638e-05,12,0.00015996760655967167
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1144.149,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1684,141,194757.72,200057.16,609.888,11.94326241134752,0.9984,2,2.3495242213451777e-05,6,2.3495242213451777e-05,12,0.00028194290656142134
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1195.091,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2272,180,41634.5,200882.78,631.281,12.622222222222222,0.9984,2,2.999392622993844e-05,6,2.999392622993844e-05,12,0.00035992711475926124
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1269.1,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2857,223,41634.5,201703.8,671.088,12.811659192825111,0.9984,2,3.715914194042373e-05,6,3.715914194042373e-05,12,0.00044590970328508477
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 471000;",47,1,1000.0,38051.7,111.145,47.0,0.0258,0,6.666666666666667e-07,4,1e-06,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 471000;",47,1,38047.25,43180.15,122.758,47.0,0.0258,1,6.666666666666667e-07,4,1e-06,4,2.666666666666667e-06
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,417.969,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192554.79,197214.28,552.574,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,432.639,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",504,32,193213.27,198002.05,559.21,15.75,0.9984,2,5.332253551989055e-06,6,5.332253551989055e-06,12,6.398704262386866e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,504.761,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",1091,80,193981.69,198986.44,592.33,13.6375,0.9984,2,1.3330633879972638e-05,6,1.3330633879972638e-05,12,0.00015996760655967167
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1119.591,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1684,141,194757.72,200057.16,630.787,11.94326241134752,0.9984,2,2.3495242213451777e-05,6,2.3495242213451777e-05,12,0.00028194290656142134
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1202.613,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",2272,180,41634.5,200882.78,671.445,12.622222222222222,0.9984,2,2.999392622993844e-05,6,2.999392622993844e-05,12,0.00035992711475926124
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1315.994,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 471000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2857,223,41634.5,201703.8,650.397,12.811659192825111,0.9984,2,3.715914194042373e-05,6,3.715914194042373e-05,12,0.00044590970328508477
"SELECT *
    FROM orders
    WHERE o_totalprice > 473500;",1498,80,1000.0,36634.3,110.469,18.725,0.0258,0,5.333333333333333e-05,2,5.333333333333333e-05,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 473500;",732,43,1000.0,38120.2,111.299,17.023255813953487,0.0258,0,2.8666666666666668e-05,4,2.866666666666667e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 473500;",732,43,38050.81,43253.41,124.445,17.023255813953487,0.0258,1,2.8666666666666668e-05,4,2.866666666666667e-05,4,0.00011466666666666667
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,394.354,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192553.22,197212.7,548.717,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,440.356,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",419,25,193211.12,197991.25,573.368,16.76,0.9984,2,4.16582308749145e-06,6,4.16582308749145e-06,12,4.99898770498974e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,550.131,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",907,69,193978.84,198964.87,651.425,13.144927536231885,0.9984,2,1.14976717214764e-05,6,1.14976717214764e-05,12,0.0001379720606577168
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1125.512,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
